Height(Inches),Weight(Pounds),Height in cm,Weight in kg,,,,,category
70.71387,128.3836,179.6131328,58.23389065,,180,,190,180-190
71.27374,136.853,181.0352018,62.07555043,,180,,190,180-190
66.55913,118.0569,169.0600989,53.54977275,,170,,180,170-180
68.04247,121.4969,172.8277805,55.11013236,,170,,180,170-180
68.11699,119.2811,173.0170612,54.10506119,,170,,180,170-180
71.2367,126.5545,180.9411203,57.40422386,,180,,190,180-190
66.92387,129.2477,169.986538,58.62584028,,170,,180,170-180
71.10381,134.7804,180.6035799,61.13543377,,180,,190,180-190
69.41466,146.0725,176.3131412,66.25745026,,180,,190,180-190
69.16807,162.4109,175.6868029,73.66843266,,180,,190,180-190
68.57725,130.1885,174.1861209,59.05258049,,170,,180,170-180
69.60315,132.1941,176.7919055,59.96230643,,180,,190,180-190
69.05087,127.4591,175.3891151,57.814544,,180,,190,180-190
68.28699,125.3466,173.4488609,56.85632898,,170,,180,170-180
69.25276,134.7559,175.9019154,61.12432074,,180,,190,180-190
68.23862,121.9395,173.3260012,55.31089258,,170,,180,170-180
67.6868,125.6688,171.9243792,57.00247662,,170,,180,170-180
68.84083,145.956,174.8556138,66.20460669,,170,,180,170-180
69.52061,119.9207,176.582254,54.39517921,,180,,190,180-190
66.97668,111.5093,170.1206753,50.57982782,,170,,180,170-180
72.0053,138.676,182.8933632,62.90245031,,180,,190,180-190
67.44482,135.0151,171.3097503,61.24189203,,170,,180,170-180
66.06214,116.509,167.797745,52.84765629,,170,,180,170-180
65.5747,123.9575,166.5596481,56.22624307,,170,,180,170-180
68.30171,136.952,173.4862497,62.12045613,,170,,180,170-180
71.02603,153.0797,180.4060188,69.4358665,,180,,190,180-190
70.76882,126.357,179.7527057,57.31463926,,180,,190,180-190
67.50812,145.0614,171.4705322,65.79882247,,170,,180,170-180
69.50936,135.1739,176.5536791,61.31392258,,180,,190,180-190
66.4455,108.806,168.7714789,49.3536301,,170,,180,170-180
68.5689,110.5155,174.164912,50.12904718,,170,,180,170-180
67.01296,138.2685,170.2128265,62.7176112,,170,,180,170-180
68.70004,119.5111,174.4980074,54.20938756,,170,,180,170-180
68.23013,115.3214,173.3044366,52.30896935,,170,,180,170-180
70.40713,132.3684,178.8340136,60.04136767,,180,,190,180-190
65.69989,93.99438,166.8776305,42.63518429,,170,,180,170-180
65.7031,127.4051,166.8857839,57.79004999,,170,,180,170-180
68.48055,134.3024,173.9405031,60.91861636,,170,,180,170-180
66.62891,124.9721,169.23734,56.68645844,,170,,180,170-180
66.84285,124.072,169.7807473,56.27817946,,170,,180,170-180
69.89734,133.5476,177.5391477,60.57624443,,180,,190,180-190
67.6543,134.1509,171.8418292,60.84989703,,170,,180,170-180
68.30917,130.2489,173.5051981,59.0799775,,170,,180,170-180
69.74848,138.0935,177.1610435,62.63823244,,180,,190,180-190
68.57906,126.6064,174.1907183,57.42776533,,170,,180,170-180
68.14477,131.8076,173.0876223,59.78699277,,170,,180,170-180
67.98093,131.7363,172.671469,59.7546516,,170,,180,170-180
64.82535,117.6261,164.6563001,53.35436492,,160,,170,160-170
69.20785,126.1943,175.7878441,57.24083969,,180,,190,180-190
69.2656,127.5132,175.934529,57.83908338,,180,,190,180-190
70.9403,142.4785,180.1882647,64.62723735,,180,,190,180-190
69.07826,139.444,175.4586857,63.25080966,,180,,190,180-190
66.20183,110.3204,168.1525574,50.04055121,,170,,180,170-180
71.05779,131.9541,180.4866891,59.85344413,,180,,190,180-190
68.99493,129.2037,175.2470276,58.60588219,,180,,190,180-190
70.96089,124.3513,180.2405633,56.40486796,,180,,190,180-190
66.02496,126.5251,167.7033078,57.39088823,,170,,180,170-180
69.8641,149.2303,177.4547182,67.68980595,,180,,190,180-190
66.82802,142.1577,169.7430791,64.48172474,,170,,180,170-180
69.09424,127.1436,175.4992748,57.67143544,,180,,190,180-190
66.81425,122.3353,169.7081034,55.49042465,,170,,180,170-180
67.13183,112.6659,170.5147561,51.10445338,,170,,180,170-180
64.57428,134.2647,164.0185826,60.90151591,,160,,170,160-170
68.68038,120.6936,174.448071,54.74576117,,170,,180,170-180
67.53724,115.783,171.544497,52.51834783,,170,,180,170-180
71.17732,128.6855,180.7902952,58.37083035,,180,,190,180-190
70.53514,134.7611,179.1591589,61.12667943,,180,,190,180-190
71.53411,118.3419,181.6965413,53.67904673,,180,,190,180-190
66.77301,106.1557,169.6033538,48.15147282,,170,,180,170-180
66.33636,126.3823,168.4942634,57.32611516,,170,,180,170-180
64.83095,114.3716,164.6705241,51.8781468,,160,,170,160-170
68.38247,130.2787,173.69138,59.09349457,,170,,180,170-180
68.05038,123.3066,172.8478719,55.93099945,,170,,180,170-180
69.09149,122.8571,175.4922898,55.72710943,,180,,190,180-190
69.91046,125.6932,177.5724725,57.01354428,,180,,190,180-190
68.40737,111.7247,173.754626,50.67753173,,170,,180,170-180
68.32559,125.5516,173.5469049,56.94931553,,170,,180,170-180
66.95555,119.9702,170.0670052,54.41763206,,170,,180,170-180
70.54816,132.6043,179.1922296,60.14837024,,180,,190,180-190
69.37805,132.6738,176.2201518,60.17989495,,180,,190,180-190
67.52012,117.4521,171.5010122,53.27543976,,170,,180,170-180
64.87142,101.8549,164.7733178,46.20066043,,160,,170,160-170
69.13396,128.4418,175.6001636,58.26028976,,180,,190,180-190
68.81192,134.0414,174.7821824,60.80022861,,170,,180,170-180
67.56446,127.7511,171.6136357,57.94699313,,170,,180,170-180
68.16772,127.6172,173.1459153,57.88625704,,170,,180,170-180
65.80687,139.3971,167.1493595,63.22953616,,170,,180,170-180
64.92276,113.9381,164.9037214,51.68151427,,160,,170,160-170
68.35584,147.5188,173.6237398,66.91348169,,170,,180,170-180
66.71546,132.6523,169.4571769,60.1701427,,170,,180,170-180
69.18196,132.8139,175.7220835,60.24344331,,180,,190,180-190
65.88795,105.0942,167.3553026,47.66998394,,170,,180,170-180
66.03733,127.5187,167.7347276,57.84157814,,170,,180,170-180
69.44194,130.7305,176.3824324,59.29842785,,180,,190,180-190
67.14847,128.5815,170.5570217,58.32365668,,170,,180,170-180
65.69442,122.5699,166.8637367,55.59683755,,170,,180,170-180
69.42723,157.2961,176.345069,71.34839564,,180,,190,180-190
66.54503,121.1097,169.0242849,54.93450118,,170,,180,170-180
69.04469,147.5061,175.3734179,66.90772106,,180,,190,180-190
67.62036,117.493,171.7556217,53.29399171,,170,,180,170-180
69.59105,132.4472,176.7611715,60.07711079,,180,,190,180-190
68.12343,118.1774,173.0334188,53.6044307,,170,,180,170-180
71.22641,123.7319,180.9149837,56.12391251,,180,,190,180-190
66.43285,130.365,168.7393479,59.13263964,,170,,180,170-180
66.31808,122.8882,168.4478322,55.74121617,,170,,180,170-180
68.02724,107.8693,172.7890963,48.92874963,,170,,180,170-180
68.2876,118.591,173.4504103,53.79203672,,170,,180,170-180
66.91609,125.6467,169.9667768,56.99245221,,170,,180,170-180
71.77546,148.6016,182.30957,67.40463209,,180,,190,180-190
66.04535,150.279,167.7550984,68.16548884,,170,,180,170-180
69.01455,127.0678,175.2968623,57.6370531,,180,,190,180-190
68.70744,128.7122,174.5168034,58.38294128,,170,,180,170-180
65.012,118.4233,165.1303908,53.71596919,,170,,180,170-180
66.05857,125.3879,167.7886772,56.87506237,,170,,180,170-180
71.16403,149.2676,180.7565386,67.70672497,,180,,190,180-190
67.55274,107.3484,171.5838669,48.69247308,,170,,180,170-180
68.83455,133.6992,174.8396626,60.64500912,,170,,180,170-180
68.11811,124.8508,173.019906,56.63143762,,170,,180,170-180
67.90528,112.7028,172.4793181,51.12119095,,170,,180,170-180
67.64085,127.8407,171.8076662,57.98763506,,170,,180,170-180
69.78282,134.1615,177.2482671,60.85470512,,180,,190,180-190
67.99889,138.6031,172.7170873,62.86938339,,170,,180,170-180
69.41465,126.044,176.3131158,57.17266468,,180,,190,180-190
70.42989,129.5856,178.891824,58.77910932,,180,,190,180-190
67.67519,134.1054,171.8948898,60.82925856,,170,,180,170-180
67.88036,106.1251,172.4160213,48.13759287,,170,,180,170-180
68.06905,127.0561,172.8952936,57.63174606,,170,,180,170-180
66.99435,121.9241,170.1655571,55.30390725,,170,,180,170-180
71.57689,150.7365,181.8052024,68.37300759,,180,,190,180-190
64.36564,116.0061,163.4886373,52.61954441,,160,,170,160-170
67.93011,125.4748,172.5423862,56.91447959,,170,,180,170-180
69.91863,131.6099,177.5932243,59.69731745,,180,,190,180-190
69.93864,129.0696,177.6440497,58.54505538,,180,,190,180-190
66.79766,129.1117,169.6659648,58.56415165,,170,,180,170-180
70.11119,148.1624,178.0823264,67.20541408,,180,,190,180-190
68.94814,105.388,175.128181,47.80324954,,180,,190,180-190
68.02886,110.5447,172.7932111,50.1422921,,170,,180,170-180
69.36148,118.6402,176.1780641,53.81435349,,180,,190,180-190
68.44886,122.8151,173.8600105,55.70805853,,170,,180,170-180
65.70282,124.887,166.8850727,56.64785768,,170,,180,170-180
69.55674,135.7695,176.6740242,61.58408252,,180,,190,180-190
65.84635,116.4563,167.2496387,52.82375194,,170,,180,170-180
68.79983,125.3617,174.7514738,56.86317823,,170,,180,170-180
69.03835,133.122,175.3573143,60.38319529,,180,,190,180-190
67.36352,138.3328,171.1032484,62.74677722,,170,,180,170-180
70.35788,124.4972,178.7089187,56.47104716,,180,,190,180-190
69.88828,136.7205,177.5161353,62.01544937,,180,,190,180-190
65.15319,115.0153,165.4890132,52.17012456,,170,,180,170-180
69.40907,132.6366,176.2989426,60.16302129,,180,,190,180-190
68.50874,143.1323,174.0121056,64.92379639,,170,,180,170-180
65.71552,134.7422,166.9173307,61.11810652,,170,,180,170-180
63.98308,122.6246,162.5169354,55.62164908,,160,,170,160-170
70.07685,153.5634,177.9951029,69.65526939,,180,,190,180-190
68.42542,126.289,173.8004729,57.28379494,,170,,180,170-180
68.23665,134.7206,173.3209974,61.10830891,,170,,180,170-180
67.82856,134.5987,172.2844494,61.05301594,,170,,180,170-180
66.31277,118.3945,168.4343448,53.70290572,,170,,180,170-180
69.75128,121.2997,177.1681555,55.02068384,,180,,190,180-190
65.70901,132.2844,166.9007953,60.00326587,,170,,180,170-180
66.88227,139.0617,169.8808741,63.07740109,,170,,180,170-180
67.2791,110.698,170.8888217,50.21182789,,170,,180,170-180
70.63357,154.1073,179.4091709,69.90197857,,180,,190,180-190
69.9377,124.1592,177.6416621,56.31773276,,180,,190,180-190
65.87671,134.5173,167.326753,61.01609348,,170,,180,170-180
72.44694,138.2622,184.0151282,62.71475356,,180,,190,180-190
70.07052,149.0801,177.9790247,67.6216763,,180,,190,180-190
67.68486,127.0075,171.9194516,57.60970145,,170,,180,170-180
66.1151,117.8222,167.9322633,53.44331449,,170,,180,170-180
69.94355,148.9096,177.6565211,67.54433871,,180,,190,180-190
68.24317,128.2151,173.3375582,58.15746024,,170,,180,170-180
68.80144,129.6944,174.7555632,58.82846023,,170,,180,170-180
66.61818,125.5674,169.2100858,56.9564823,,170,,180,170-180
70.18701,128.7947,178.2749091,58.42036269,,180,,190,180-190
65.58971,124.187,166.5977734,56.33034264,,170,,180,170-180
68.69566,151.4167,174.4868822,68.68154149,,170,,180,170-180
64.88639,106.9803,164.8113416,48.52550553,,160,,170,160-170
69.81993,145.6221,177.3425264,66.05315202,,180,,190,180-190
66.33962,121.5926,168.5025438,55.1535412,,170,,180,170-180
70.4434,130.9386,178.9261394,59.39282053,,180,,190,180-190
69.99163,135.6203,177.7786442,61.51640646,,180,,190,180-190
70.13617,123.9315,178.1457756,56.21444966,,180,,190,180-190
67.1793,131.9955,170.6353299,59.87222288,,170,,180,170-180
68.2034,117.484,173.2365425,53.28990937,,170,,180,170-180
67.76121,129.6577,172.1133805,58.81181337,,170,,180,170-180
64.79753,122.3706,164.5856373,55.50643648,,160,,170,160-170
66.47871,114.5867,168.8558322,51.97571464,,170,,180,170-180
66.98337,116.5401,170.1376679,52.86176302,,170,,180,170-180
65.69991,139.4307,166.8776813,63.24477688,,170,,180,170-180
66.82705,123.4822,169.7406153,56.01065036,,170,,180,170-180
66.35141,132.5492,168.5324904,60.12337727,,170,,180,170-180
70.13491,143.4013,178.1425752,65.04581288,,180,,190,180-190
70.11565,132.9429,178.0936548,60.3019568,,180,,190,180-190
64.56145,98.8972,163.9859944,44.85906868,,160,,170,160-170
68.15724,122.4342,173.1192961,55.53528499,,170,,180,170-180
67.1475,104.6767,170.5545579,47.4806089,,170,,180,170-180
70.88927,142.7847,180.0586486,64.7661275,,180,,190,180-190
68.16218,130.9283,173.1318437,59.38814852,,170,,180,170-180
71.19657,143.827,180.8391901,65.23890739,,180,,190,180-190
67.92444,142.2832,172.5279844,64.53865065,,170,,180,170-180
65.30204,107.9441,165.867092,48.96267838,,170,,180,170-180
66.40756,105.6891,168.6751113,47.93982636,,170,,180,170-180
71.30647,125.4007,181.118336,56.88086836,,180,,190,180-190
69.05997,106.4195,175.4122291,48.27113063,,180,,190,180-190
65.95442,118.5371,167.5241363,53.76758807,,170,,180,170-180
69.63776,136.7836,176.8798149,62.04407109,,180,,190,180-190
71.10495,145.9328,180.6064755,66.19408333,,180,,190,180-190
66.21851,129.637,168.1949246,58.802424,,170,,180,170-180
66.13469,108.4955,167.9820219,49.21278951,,170,,180,170-180
67.7851,121.2537,172.174061,54.99981856,,170,,180,170-180
66.67737,135.7399,169.3604283,61.57065617,,170,,180,170-180
69.99408,137.5026,177.7848672,62.37020439,,180,,190,180-190
71.1441,124.0052,180.7059164,56.24787945,,180,,190,180-190
68.63927,128.8613,174.3436517,58.45057198,,170,,180,170-180
69.08548,133.6811,175.4770244,60.63679909,,180,,190,180-190
67.97389,106.5185,172.6535874,48.31603632,,170,,180,170-180
65.94809,113.0398,167.5080581,51.27405176,,170,,180,170-180
66.02102,125.9639,167.6933002,57.13633188,,170,,180,170-180
71.23576,140.2945,180.9387327,63.63659043,,180,,190,180-190
67.52674,143.229,171.517827,64.96765883,,170,,180,170-180
71.06935,145.8063,180.5160515,66.13670383,,180,,190,180-190
68.27178,128.1697,173.4102276,58.13686712,,170,,180,170-180
67.31932,134.1839,170.9909805,60.8648656,,170,,180,170-180
68.98848,140.2166,175.2306446,63.60125555,,180,,190,180-190
68.404,146.3453,173.7460662,66.38119041,,170,,180,170-180
67.092,132.0784,170.413588,59.90982573,,170,,180,170-180
66.76866,122.13,169.5923048,55.39730203,,170,,180,170-180
65.64636,131.4693,166.7416644,59.63354229,,170,,180,170-180
65.34105,129.5167,165.9661774,58.74785677,,170,,180,170-180
68.18299,125.7451,173.1847011,57.03708576,,170,,180,170-180
70.65924,153.1384,179.4743727,69.4624924,,180,,190,180-190
65.94401,124.5559,167.497695,56.49767307,,170,,180,170-180
69.62792,134.8225,176.8548213,61.15453003,,180,,190,180-190
68.29965,115.3877,173.4810173,52.33904256,,170,,180,170-180
70.06075,117.9618,177.9542089,53.50663606,,180,,190,180-190
68.43602,124.5647,173.8273969,56.50166469,,170,,180,170-180
69.27012,134.4043,175.9460098,60.96483748,,180,,190,180-190
67.70511,129.3092,171.9708865,58.65373624,,170,,180,170-180
70.89315,133.1423,180.0685038,60.39240323,,180,,190,180-190
70.54313,147.3609,179.1794534,66.84185937,,180,,190,180-190
71.58086,155.0132,181.8152862,70.31288839,,180,,190,180-190
68.42301,126.2905,173.7943516,57.28447533,,170,,180,170-180
69.35781,134.4605,176.1687423,60.9903294,,180,,190,180-190
70.445,134.0296,178.9302034,60.79487621,,180,,190,180-190
67.38153,128.9248,171.1489938,58.47937513,,170,,180,170-180
67.50767,123.0543,171.4693892,55.81655796,,170,,180,170-180
68.52054,112.1788,174.0420776,50.88350827,,170,,180,170-180
66.80858,111.7443,169.6937016,50.68642215,,170,,180,170-180
72.38532,148.4615,183.8586135,67.34108372,,180,,190,180-190
68.51642,136.7459,174.0316128,62.02697063,,170,,180,170-180
70.79791,133.2068,179.8265943,60.42165997,,180,,190,180-190
66.21905,116.8855,168.1962962,53.01843402,,170,,180,170-180
68.31167,124.8542,173.5115481,56.63297983,,170,,180,170-180
67.1715,121.5809,170.6155179,55.14823416,,170,,180,170-180
67.7714,123.197,172.139263,55.88128566,,170,,180,170-180
67.47328,137.1255,171.3820387,62.1991545,,170,,180,170-180
67.77463,121.4941,172.1474672,55.1088623,,170,,180,170-180
69.20099,150.9398,175.7704197,68.46522303,,180,,190,180-190
70.04297,142.3009,177.9090477,64.54667925,,180,,190,180-190
70.56979,134.7527,179.2471698,61.12286925,,180,,190,180-190
66.45379,133.5585,168.7925355,60.58118859,,170,,180,170-180
67.68132,136.0895,171.91046,61.72923225,,170,,180,170-180
65.75638,95.20216,167.021115,43.18302474,,170,,180,170-180
69.3549,119.7404,176.1613509,54.31339641,,180,,190,180-190
70.5902,152.9146,179.2990112,69.36097831,,180,,190,180-190
67.27626,140.1991,170.8816081,63.59331767,,170,,180,170-180
68.48853,145.2503,173.9607723,65.88450617,,170,,180,170-180
67.02188,119.4855,170.2354833,54.19777558,,170,,180,170-180
65.77613,123.512,167.07128,56.02416743,,170,,180,170-180
65.96579,110.6754,167.5530161,50.20157669,,170,,180,170-180
68.18868,111.4951,173.1991537,50.5733868,,170,,180,170-180
72.08595,139.4849,183.0982141,63.26936161,,180,,190,180-190
66.85358,133.088,169.8080015,60.36777313,,170,,180,170-180
69.10929,133.5196,175.5375018,60.56354383,,180,,190,180-190
64.5909,112.7698,164.0607974,51.15158168,,160,,170,160-170
67.03849,124.7975,170.2776727,56.60726112,,170,,180,170-180
68.99156,123.4224,175.2384678,55.98352551,,180,,190,180-190
70.59872,142.0921,179.320652,64.45196905,,180,,190,180-190
70.08988,116.2814,178.0281991,52.74441854,,180,,190,180-190
65.6844,131.1256,166.8382859,59.47764241,,170,,180,170-180
67.0982,131.2493,170.429336,59.53375185,,170,,180,170-180
66.03932,127.2422,167.7397822,57.7161597,,170,,180,170-180
69.26423,122.4523,175.9310492,55.54349502,,180,,190,180-190
66.61351,115.2431,169.198224,52.27345302,,170,,180,170-180
68.11738,126.9532,173.0180518,57.58507135,,170,,180,170-180
69.73059,143.4439,177.115603,65.06513594,,180,,190,180-190
64.02042,125.377,162.611779,56.87011821,,160,,170,160-170
66.23753,109.0095,168.2432353,49.44593626,,170,,180,170-180
72.46761,139.2411,184.06763,63.15877566,,180,,190,180-190
66.21938,102.182,168.1971344,46.34903067,,170,,180,170-180
71.2978,144.3898,181.0963142,65.49418947,,180,,190,180-190
63.1255,83.08527,160.3386834,37.68688935,,160,,170,160-170
70.93034,145.3938,180.1629663,65.94959676,,180,,190,180-190
68.25489,134.9267,173.367327,61.20179441,,170,,180,170-180
64.78014,134.678,164.5414667,61.08898586,,160,,170,160-170
65.42982,111.4963,166.1916531,50.57393111,,170,,180,170-180
68.91361,119.7951,175.0404749,54.33820795,,180,,190,180-190
64.96937,95.70426,165.0221107,43.41077374,,170,,180,170-180
66.15237,117.159,168.0269291,53.14249168,,170,,180,170-180
65.98386,127.2356,167.5989139,57.71316599,,170,,180,170-180
69.2435,144.9205,175.878395,65.73491123,,180,,190,180-190
68.31982,122.8464,173.5322491,55.72225599,,170,,180,170-180
70.11607,134.19,178.0947216,60.86763252,,180,,190,180-190
68.63521,124.9776,174.3333393,56.6889532,,170,,180,170-180
67.74289,135.8441,172.0668477,61.61792055,,170,,180,170-180
64.58641,120.8222,164.0493928,54.80409322,,160,,170,160-170
